task_id,created_at,completed_at,task_type,priority,assigned_staff_id,status
t_7_141,2025-11-13 09:56:00,2025-11-13 10:21:43.167945,Procedure,3,s_6,completed
t_7_142,2025-11-13 23:06:00,2025-11-13 23:15:55.326771,Transport,3,s_13,completed
t_7_143,2025-11-13 00:20:00,2025-11-13 00:51:40.879032,Checkup,3,s_25,completed
t_7_144,2025-11-13 13:55:00,2025-11-13 14:11:51.580082,Transport,2,s_37,completed
t_7_145,2025-11-13 23:39:00,2025-11-14 00:02:48.002763,Procedure,3,s_6,completed
t_7_146,2025-11-13 02:03:00,2025-11-13 02:22:48.491038,Checkup,1,s_20,completed
t_7_147,2025-11-13 13:06:00,2025-11-13 13:24:34.684541,Checkup,1,s_39,completed
t_7_148,2025-11-13 14:11:00,2025-11-13 14:28:10.490798,Checkup,3,s_37,completed
t_7_149,2025-11-13 12:14:00,2025-11-13 12:41:14.194820,Checkup,2,s_30,completed
t_7_150,2025-11-13 00:10:00,2025-11-13 00:43:09.258912,Transport,3,s_33,completed
t_7_151,2025-11-13 12:49:00,2025-11-13 13:02:29.739171,Transport,3,s_3,completed
t_7_152,2025-11-13 20:02:00,2025-11-13 20:17:06.849853,Checkup,1,s_22,completed
t_7_153,2025-11-13 19:43:00,2025-11-13 20:06:21.970715,Procedure,1,s_29,completed
t_7_154,2025-11-13 04:02:00,2025-11-13 04:26:53.229057,Vitals,3,s_6,completed
t_7_155,2025-11-13 17:31:00,2025-11-13 17:43:47.368129,Procedure,3,s_32,completed
t_7_156,2025-11-13 00:21:00,2025-11-13 00:49:55.961508,Procedure,1,s_36,completed
t_7_157,2025-11-13 05:18:00,2025-11-13 05:37:21.721518,Checkup,3,s_7,completed
t_7_158,2025-11-13 12:50:00,2025-11-13 13:09:22.440846,Vitals,1,s_36,completed
t_7_159,2025-11-13 18:01:00,2025-11-13 18:23:37.642022,Procedure,2,s_0,completed
t_7_160,2025-11-13 01:14:00,2025-11-13 01:30:55.600815,Checkup,2,s_16,completed
t_7_161,2025-11-13 10:47:00,2025-11-13 11:08:13.653401,Checkup,3,s_7,completed
t_7_162,2025-11-13 23:54:00,2025-11-14 00:15:41.004813,Procedure,2,s_30,completed
t_7_163,2025-11-13 02:04:00,2025-11-13 02:16:10.940877,Transport,2,s_12,completed
t_7_164,2025-11-13 05:49:00,2025-11-13 06:20:49.763038,Checkup,1,s_34,completed
t_7_165,2025-11-13 06:30:00,2025-11-13 06:46:49.981809,Vitals,2,s_21,completed
t_7_166,2025-11-13 06:18:00,2025-11-13 06:32:37.647045,Transport,1,s_10,completed
t_7_167,2025-11-13 02:15:00,2025-11-13 02:57:30.728471,Medication,1,s_13,completed
t_7_168,2025-11-13 20:32:00,2025-11-13 20:45:52.678615,Medication,1,s_16,completed
t_7_169,2025-11-13 10:38:00,2025-11-13 11:08:11.982767,Checkup,1,s_32,completed
t_7_170,2025-11-13 07:51:00,2025-11-13 08:03:07.961528,Medication,2,s_6,completed
t_7_171,2025-11-13 20:57:00,2025-11-13 21:13:32.638233,Procedure,1,s_7,completed
t_7_172,2025-11-13 03:54:00,2025-11-13 04:09:56.298005,Procedure,2,s_35,completed
t_7_173,2025-11-13 10:20:00,2025-11-13 10:40:16.742967,Medication,3,s_1,completed
t_7_174,2025-11-13 09:12:00,2025-11-13 09:37:29.056605,Vitals,1,s_2,completed
t_7_175,2025-11-13 09:25:00,2025-11-13 09:34:13.018259,Checkup,1,s_12,completed
t_7_176,2025-11-13 06:01:00,2025-11-13 06:23:42.214947,Vitals,2,s_25,completed
t_7_177,2025-11-13 17:11:00,2025-11-13 17:38:20.580294,Checkup,1,s_20,completed
t_7_178,2025-11-13 09:34:00,2025-11-13 09:56:18.645364,Vitals,1,s_8,completed
t_7_179,2025-11-13 14:55:00,2025-11-13 15:14:19.560056,Procedure,3,s_4,completed
t_7_180,2025-11-13 01:47:00,2025-11-13 02:09:26.893819,Vitals,3,s_31,completed
t_7_181,2025-11-13 18:47:00,2025-11-13 19:13:46.444121,Transport,2,s_31,completed
t_7_182,2025-11-13 03:19:00,2025-11-13 03:29:21.091330,Vitals,1,s_4,completed
t_7_183,2025-11-13 04:17:00,2025-11-13 04:25:42.532938,Vitals,1,s_0,completed
t_7_184,2025-11-13 07:33:00,2025-11-13 07:53:29.180809,Transport,2,s_23,completed
t_7_185,2025-11-13 08:14:00,2025-11-13 08:25:32.987489,Medication,3,s_35,completed
t_7_186,2025-11-13 15:39:00,2025-11-13 15:59:43.848433,Medication,2,s_11,completed
t_7_187,2025-11-13 09:14:00,2025-11-13 09:35:11.836587,Vitals,1,s_1,completed
t_7_188,2025-11-13 13:10:00,2025-11-13 13:30:56.145112,Checkup,2,s_30,completed
t_7_189,2025-11-13 05:12:00,2025-11-13 05:23:35.935400,Procedure,1,s_34,completed
t_7_190,2025-11-13 00:36:00,2025-11-13 00:59:04.917716,Procedure,3,s_14,completed
t_7_191,2025-11-13 17:42:00,2025-11-13 18:06:32.361317,Medication,1,s_26,completed
t_7_192,2025-11-13 18:58:00,2025-11-13 19:28:13.721735,Procedure,2,s_17,completed
t_7_193,2025-11-13 20:59:00,2025-11-13 21:19:07.456069,Medication,1,s_38,completed
t_7_194,2025-11-13 06:45:00,2025-11-13 07:00:27.620916,Medication,2,s_11,completed
t_7_195,2025-11-13 13:43:00,2025-11-13 13:53:38.952725,Procedure,3,s_25,completed
t_7_196,2025-11-13 17:09:00,2025-11-13 17:41:56.017201,Medication,2,s_6,completed
t_7_197,2025-11-13 21:06:00,2025-11-13 21:31:10.641646,Transport,3,s_37,completed
t_7_198,2025-11-13 01:39:00,2025-11-13 01:58:20.172665,Medication,3,s_1,completed
t_7_199,2025-11-13 08:25:00,2025-11-13 08:41:07.234969,Vitals,3,s_3,completed
t_7_200,2025-11-13 11:42:00,2025-11-13 11:54:54.232076,Vitals,2,s_28,completed
t_7_201,2025-11-13 11:33:00,2025-11-13 12:03:33.458671,Medication,2,s_31,completed
t_7_202,2025-11-13 01:47:00,2025-11-13 02:05:16.004998,Checkup,2,s_23,completed
t_7_203,2025-11-13 01:11:00,2025-11-13 01:29:47.393308,Medication,3,s_23,completed
t_7_204,2025-11-13 17:10:00,2025-11-13 17:28:05.658143,Transport,2,s_7,completed
t_7_205,2025-11-13 21:31:00,2025-11-13 22:01:12.954839,Checkup,1,s_31,completed
t_7_206,2025-11-13 23:56:00,2025-11-14 00:32:35.162883,Transport,2,s_6,completed
t_7_207,2025-11-13 16:38:00,2025-11-13 17:10:51.935653,Transport,3,s_0,completed
t_7_208,2025-11-13 21:30:00,2025-11-13 21:52:57.300351,Transport,3,s_2,completed
t_7_209,2025-11-13 01:16:00,2025-11-13 01:45:30.269512,Checkup,1,s_1,completed
t_7_210,2025-11-13 22:02:00,2025-11-13 22:17:00.329255,Transport,2,s_19,completed
t_7_211,2025-11-13 18:36:00,2025-11-13 18:43:17.308562,Medication,3,s_30,completed
t_7_212,2025-11-13 14:28:00,2025-11-13 14:49:27.917278,Medication,1,s_25,completed
t_7_213,2025-11-13 16:28:00,2025-11-13 16:41:02.475592,Checkup,3,s_34,completed
t_7_214,2025-11-13 10:57:00,2025-11-13 11:29:34.475725,Procedure,1,s_24,completed
t_7_215,2025-11-13 14:07:00,2025-11-13 14:24:46.364099,Checkup,3,s_1,completed
t_7_216,2025-11-13 07:19:00,2025-11-13 07:37:08.272988,Transport,2,s_22,completed
t_7_217,2025-11-13 16:32:00,2025-11-13 16:54:05.501974,Checkup,3,s_13,completed
t_7_218,2025-11-13 10:20:00,2025-11-13 10:48:18.210608,Medication,2,s_6,completed
t_7_219,2025-11-13 14:41:00,2025-11-13 14:51:32.245143,Medication,3,s_9,completed
t_7_220,2025-11-13 20:52:00,2025-11-13 21:06:49.119093,Procedure,1,s_28,completed
t_7_221,2025-11-13 00:04:00,2025-11-13 00:33:45.360537,Checkup,2,s_7,completed
t_7_222,2025-11-13 05:46:00,2025-11-13 05:54:29.059153,Vitals,3,s_5,completed
t_7_223,2025-11-13 16:10:00,2025-11-13 16:37:01.180096,Checkup,1,s_5,completed
t_7_224,2025-11-13 12:53:00,2025-11-13 13:24:48.065464,Procedure,1,s_29,completed
t_7_225,2025-11-13 20:16:00,2025-11-13 20:40:51.624856,Checkup,2,s_17,completed
t_7_226,2025-11-13 00:42:00,2025-11-13 00:52:00.380696,Procedure,3,s_34,completed
t_7_227,2025-11-13 20:03:00,2025-11-13 20:18:43.632070,Procedure,1,s_4,completed
t_7_228,2025-11-13 09:49:00,2025-11-13 10:07:49.874103,Checkup,3,s_23,completed
t_7_229,2025-11-13 06:07:00,2025-11-13 06:38:26.435104,Medication,2,s_25,completed
t_7_230,2025-11-13 16:00:00,2025-11-13 16:26:13.380889,Transport,2,s_13,completed
t_7_231,2025-11-13 14:25:00,2025-11-13 14:47:29.248210,Transport,2,s_27,completed
t_7_232,2025-11-13 02:54:00,2025-11-13 03:22:11.348866,Vitals,3,s_12,completed
t_7_233,2025-11-13 09:38:00,2025-11-13 09:59:21.306538,Transport,2,s_15,completed
t_7_234,2025-11-13 10:28:00,2025-11-13 10:37:55.190526,Transport,2,s_10,completed
t_7_235,2025-11-13 01:16:00,2025-11-13 01:41:00.900686,Medication,3,s_16,completed
t_7_236,2025-11-13 04:11:00,2025-11-13 04:39:05.407739,Checkup,2,s_34,completed
t_7_237,2025-11-13 10:08:00,2025-11-13 10:45:51.054172,Checkup,3,s_12,completed
t_7_238,2025-11-13 08:58:00,2025-11-13 09:15:27.650155,Procedure,1,s_30,completed
t_7_239,2025-11-13 21:21:00,2025-11-13 21:45:18.742779,Transport,1,s_32,completed
t_7_240,2025-11-13 23:36:00,2025-11-13 23:58:07.445745,Checkup,2,s_31,completed
t_7_241,2025-11-13 14:03:00,2025-11-13 14:21:39.856144,Procedure,2,s_34,completed
t_7_242,2025-11-13 07:41:00,2025-11-13 08:19:31.194667,Transport,2,s_1,completed
t_7_243,2025-11-13 23:24:00,2025-11-13 23:41:51.062501,Vitals,3,s_30,completed
t_7_244,2025-11-13 09:28:00,2025-11-13 09:52:05.584646,Vitals,1,s_1,completed
t_7_245,2025-11-13 08:46:00,2025-11-13 09:07:15.399787,Vitals,3,s_10,completed
t_7_246,2025-11-13 07:47:00,2025-11-13 08:19:56.554220,Vitals,3,s_8,completed
t_7_247,2025-11-13 14:54:00,2025-11-13 15:28:59.938634,Checkup,3,s_38,completed
t_7_248,2025-11-13 18:36:00,2025-11-13 19:06:04.631130,Checkup,2,s_11,completed
t_7_249,2025-11-13 11:56:00,2025-11-13 12:17:02.756976,Medication,1,s_34,completed
t_7_250,2025-11-13 07:04:00,2025-11-13 07:19:41.831127,Medication,3,s_36,completed
t_7_251,2025-11-13 08:13:00,2025-11-13 08:50:41.344376,Checkup,1,s_3,completed
t_7_252,2025-11-13 08:30:00,2025-11-13 08:47:29.292924,Checkup,2,s_30,completed
t_7_253,2025-11-13 14:36:00,2025-11-13 14:46:07.878581,Transport,2,s_30,completed
t_7_254,2025-11-13 05:59:00,2025-11-13 06:18:43.399985,Medication,3,s_34,completed
t_7_255,2025-11-13 20:35:00,2025-11-13 20:49:54.428197,Transport,2,s_0,completed
t_7_256,2025-11-13 09:31:00,2025-11-13 09:41:49.960611,Procedure,1,s_32,completed
t_7_257,2025-11-13 16:19:00,2025-11-13 16:50:06.857259,Vitals,1,s_29,completed
t_7_258,2025-11-13 22:22:00,2025-11-13 22:34:14.020746,Transport,3,s_37,completed
t_7_259,2025-11-13 20:30:00,2025-11-13 20:56:05.673193,Medication,1,s_13,completed
t_7_260,2025-11-13 03:51:00,2025-11-13 04:15:28.477636,Medication,3,s_6,completed
t_7_261,2025-11-13 21:19:00,2025-11-13 21:39:11.063341,Checkup,1,s_27,completed
t_7_262,2025-11-13 05:24:00,2025-11-13 05:45:19.161176,Transport,3,s_17,completed
t_7_263,2025-11-13 10:27:00,2025-11-13 10:45:57.815475,Transport,2,s_26,completed
t_7_264,2025-11-13 12:43:00,2025-11-13 13:06:15.247539,Medication,2,s_16,completed
t_7_265,2025-11-13 07:54:00,2025-11-13 08:26:53.404288,Procedure,2,s_10,completed
t_7_266,2025-11-13 22:24:00,2025-11-13 22:53:56.803914,Transport,1,s_7,completed
t_8_0,2025-11-14 15:41:00,2025-11-14 16:11:24.657443,Transport,1,s_5,completed
t_8_1,2025-11-14 04:18:00,2025-11-14 04:44:06.725354,Vitals,3,s_37,completed
t_8_2,2025-11-14 11:50:00,2025-11-14 12:15:27.192406,Checkup,2,s_14,completed
t_8_3,2025-11-14 19:48:00,2025-11-14 20:14:15.936471,Vitals,3,s_17,completed
t_8_4,2025-11-14 20:25:00,2025-11-14 20:40:39.488995,Checkup,1,s_38,completed
t_8_5,2025-11-14 06:29:00,2025-11-14 06:51:03.373888,Transport,2,s_27,completed
t_8_6,2025-11-14 14:33:00,2025-11-14 14:44:49.613695,Checkup,3,s_23,completed
t_8_7,2025-11-14 10:22:00,2025-11-14 10:42:18.982185,Transport,3,s_31,completed
t_8_8,2025-11-14 18:50:00,2025-11-14 19:03:21.578801,Medication,1,s_12,completed
t_8_9,2025-11-14 08:07:00,2025-11-14 08:27:30.703787,Transport,3,s_33,completed
t_8_10,2025-11-14 21:39:00,2025-11-14 21:50:25.825496,Vitals,3,s_22,completed
t_8_11,2025-11-14 22:05:00,2025-11-14 22:15:29.766535,Transport,3,s_3,completed
t_8_12,2025-11-14 06:17:00,2025-11-14 06:43:21.196961,Checkup,3,s_17,completed
t_8_13,2025-11-14 06:36:00,2025-11-14 06:50:13.826575,Medication,2,s_16,completed
t_8_14,2025-11-14 02:30:00,2025-11-14 03:08:18.465297,Medication,2,s_34,completed
t_8_15,2025-11-14 19:45:00,2025-11-14 20:10:47.718429,Medication,1,s_3,completed
t_8_16,2025-11-14 05:33:00,2025-11-14 05:49:28.767314,Medication,3,s_32,completed
t_8_17,2025-11-14 03:14:00,2025-11-14 03:36:36.162224,Vitals,1,s_26,completed
t_8_18,2025-11-14 23:54:00,2025-11-15 00:17:01.879479,Medication,1,s_30,completed
t_8_19,2025-11-14 12:31:00,2025-11-14 12:53:11.560065,Vitals,3,s_30,completed
t_8_20,2025-11-14 01:01:00,2025-11-14 01:09:13.022683,Transport,2,s_27,completed
t_8_21,2025-11-14 19:33:00,2025-11-14 19:55:39.242893,Transport,3,s_35,completed
t_8_22,2025-11-14 00:29:00,2025-11-14 00:46:50.008579,Procedure,1,s_25,completed
t_8_23,2025-11-14 20:23:00,2025-11-14 20:41:38.676509,Procedure,2,s_28,completed
t_8_24,2025-11-14 21:29:00,2025-11-14 21:58:43.296044,Transport,1,s_12,completed
t_8_25,2025-11-14 18:13:00,2025-11-14 18:30:30.670398,Medication,3,s_32,completed
t_8_26,2025-11-14 21:37:00,2025-11-14 21:53:19.560992,Procedure,2,s_1,completed
t_8_27,2025-11-14 04:25:00,2025-11-14 04:32:16.546937,Transport,3,s_31,completed
t_8_28,2025-11-14 02:31:00,2025-11-14 03:01:53.241974,Medication,3,s_15,completed
t_8_29,2025-11-14 18:10:00,2025-11-14 18:30:36.204989,Checkup,2,s_33,completed
t_8_30,2025-11-14 00:47:00,2025-11-14 01:04:10.203137,Checkup,3,s_39,completed
t_8_31,2025-11-14 06:47:00,2025-11-14 07:01:16.970069,Vitals,1,s_34,completed
t_8_32,2025-11-14 22:44:00,2025-11-14 23:05:34.999757,Checkup,2,s_30,completed
t_8_33,2025-11-14 12:44:00,2025-11-14 13:04:38.216680,Procedure,1,s_7,completed
t_8_34,2025-11-14 03:35:00,2025-11-14 04:00:02.560153,Vitals,1,s_18,completed
t_8_35,2025-11-14 18:08:00,2025-11-14 18:19:53.104004,Procedure,2,s_18,completed
t_8_36,2025-11-14 14:33:00,2025-11-14 14:47:57.536139,Checkup,1,s_1,completed
t_8_37,2025-11-14 02:23:00,2025-11-14 02:43:02.274489,Checkup,3,s_21,completed
t_8_38,2025-11-14 06:15:00,2025-11-14 06:32:42.056030,Transport,3,s_3,completed
t_8_39,2025-11-14 18:55:00,2025-11-14 19:19:36.208077,Medication,3,s_16,completed
t_8_40,2025-11-14 17:51:00,2025-11-14 18:06:07.423933,Medication,2,s_27,completed
t_8_41,2025-11-14 22:04:00,2025-11-14 22:37:17.104592,Transport,1,s_0,completed
t_8_42,2025-11-14 02:34:00,2025-11-14 03:07:30.188690,Medication,1,s_2,completed
t_8_43,2025-11-14 11:50:00,2025-11-14 12:15:08.654106,Procedure,1,s_12,completed
t_8_44,2025-11-14 09:54:00,2025-11-14 10:14:29.763299,Transport,3,s_22,completed
t_8_45,2025-11-14 07:59:00,2025-11-14 08:32:30.876469,Vitals,2,s_28,completed
t_8_46,2025-11-14 01:36:00,2025-11-14 01:51:19.258127,Procedure,2,s_33,completed
t_8_47,2025-11-14 17:28:00,2025-11-14 18:19:21.215385,Procedure,2,s_13,completed
t_8_48,2025-11-14 13:50:00,2025-11-14 14:22:49.907942,Checkup,1,s_12,completed
t_8_49,2025-11-14 00:32:00,2025-11-14 00:41:38.782499,Medication,3,s_25,completed
t_8_50,2025-11-14 14:27:00,2025-11-14 14:52:09.948556,Checkup,3,s_35,completed
t_8_51,2025-11-14 15:38:00,2025-11-14 16:00:23.704707,Vitals,3,s_26,completed
t_8_52,2025-11-14 07:12:00,2025-11-14 07:34:26.859414,Procedure,1,s_14,completed
t_8_53,2025-11-14 01:29:00,2025-11-14 01:44:57.878875,Medication,2,s_19,completed
t_8_54,2025-11-14 09:49:00,2025-11-14 10:07:18.294503,Transport,3,s_26,completed
t_8_55,2025-11-14 14:47:00,2025-11-14 15:13:09.192558,Procedure,1,s_28,completed
t_8_56,2025-11-14 19:56:00,2025-11-14 20:12:02.218031,Checkup,1,s_3,completed
t_8_57,2025-11-14 04:16:00,2025-11-14 04:28:39.444754,Transport,1,s_0,completed
t_8_58,2025-11-14 11:49:00,2025-11-14 12:16:30.098871,Vitals,2,s_14,completed
t_8_59,2025-11-14 02:47:00,2025-11-14 03:16:16.844701,Medication,2,s_24,completed
t_8_60,2025-11-14 05:50:00,2025-11-14 06:12:14.495893,Medication,1,s_10,completed
t_8_61,2025-11-14 23:30:00,2025-11-14 23:49:27.825754,Transport,3,s_17,completed
t_8_62,2025-11-14 17:06:00,2025-11-14 17:32:11.867738,Transport,1,s_20,completed
t_8_63,2025-11-14 06:32:00,2025-11-14 06:42:34.511076,Vitals,1,s_1,completed
t_8_64,2025-11-14 11:08:00,2025-11-14 11:31:20.492827,Transport,1,s_30,completed
t_8_65,2025-11-14 03:35:00,2025-11-14 03:45:56.783577,Vitals,3,s_38,completed
t_8_66,2025-11-14 14:00:00,2025-11-14 14:20:41.334101,Procedure,1,s_6,completed
t_8_67,2025-11-14 21:18:00,2025-11-14 21:44:16.571892,Transport,2,s_31,completed
t_8_68,2025-11-14 05:37:00,2025-11-14 05:52:53.621391,Checkup,1,s_36,completed
t_8_69,2025-11-14 01:13:00,2025-11-14 01:28:27.665780,Checkup,3,s_29,completed
t_8_70,2025-11-14 05:24:00,2025-11-14 05:51:34.305264,Vitals,2,s_32,completed
t_8_71,2025-11-14 23:38:00,2025-11-14 23:56:09.585890,Medication,3,s_37,completed
t_8_72,2025-11-14 21:37:00,2025-11-14 22:01:05.908233,Checkup,1,s_14,completed
t_8_73,2025-11-14 16:06:00,2025-11-14 16:41:12.525988,Medication,3,s_10,completed
t_8_74,2025-11-14 05:17:00,2025-11-14 05:44:03.273300,Medication,2,s_22,completed
t_8_75,2025-11-14 13:58:00,2025-11-14 14:14:43.630450,Procedure,3,s_7,completed
t_8_76,2025-11-14 20:41:00,2025-11-14 21:09:07.220340,Procedure,1,s_21,completed
t_8_77,2025-11-14 19:46:00,2025-11-14 20:09:07.066644,Checkup,1,s_30,completed
t_8_78,2025-11-14 20:06:00,2025-11-14 20:23:32.357640,Vitals,2,s_10,completed
t_8_79,2025-11-14 21:05:00,2025-11-14 21:31:53.417879,Transport,3,s_11,completed
t_8_80,2025-11-14 06:50:00,2025-11-14 07:13:33.476101,Transport,3,s_7,completed
t_8_81,2025-11-14 12:44:00,2025-11-14 13:13:24.405000,Transport,1,s_24,completed
t_8_82,2025-11-14 07:19:00,2025-11-14 07:44:00.451132,Checkup,1,s_36,completed
t_8_83,2025-11-14 01:41:00,2025-11-14 01:53:58.416686,Medication,1,s_36,completed
t_8_84,2025-11-14 12:11:00,2025-11-14 12:31:27.967307,Checkup,3,s_30,completed
t_8_85,2025-11-14 15:04:00,2025-11-14 15:24:25.951073,Vitals,3,s_28,completed
t_8_86,2025-11-14 07:54:00,2025-11-14 08:07:58.324604,Procedure,3,s_12,completed
t_8_87,2025-11-14 23:56:00,2025-11-15 00:16:28.237854,Vitals,3,s_18,completed
t_8_88,2025-11-14 15:42:00,2025-11-14 15:57:45.454365,Transport,1,s_17,completed
t_8_89,2025-11-14 05:26:00,2025-11-14 06:02:40.478589,Transport,3,s_26,completed
t_8_90,2025-11-14 03:27:00,2025-11-14 03:50:25.573235,Medication,2,s_19,completed
t_8_91,2025-11-14 05:22:00,2025-11-14 05:48:22.278378,Checkup,1,s_21,completed
t_8_92,2025-11-14 17:00:00,2025-11-14 17:28:05.043950,Medication,3,s_29,completed
t_8_93,2025-11-14 15:42:00,2025-11-14 16:02:53.833580,Procedure,2,s_34,completed
t_8_94,2025-11-14 17:12:00,2025-11-14 17:23:18.654305,Checkup,2,s_17,completed
t_8_95,2025-11-14 06:03:00,2025-11-14 06:18:59.560490,Procedure,3,s_14,completed
t_8_96,2025-11-14 00:05:00,2025-11-14 00:29:55.467280,Checkup,3,s_5,completed
t_8_97,2025-11-14 14:35:00,2025-11-14 15:01:57.652318,Procedure,2,s_37,completed
t_8_98,2025-11-14 11:12:00,2025-11-14 11:32:38.617489,Procedure,1,s_36,completed
t_8_99,2025-11-14 10:32:00,2025-11-14 10:42:19.947155,Medication,3,s_18,completed
t_8_100,2025-11-14 18:22:00,2025-11-14 18:50:04.065544,Checkup,1,s_2,completed
t_8_101,2025-11-14 00:48:00,2025-11-14 01:04:11.720864,Checkup,1,s_29,completed
t_8_102,2025-11-14 23:32:00,2025-11-14 23:48:45.878023,Vitals,1,s_0,completed
t_8_103,2025-11-14 03:29:00,2025-11-14 03:36:57.031334,Medication,3,s_5,completed
t_8_104,2025-11-14 14:23:00,2025-11-14 14:37:36.411962,Checkup,1,s_26,completed
t_8_105,2025-11-14 14:26:00,2025-11-14 14:39:53.742572,Transport,2,s_39,completed
t_8_106,2025-11-14 07:17:00,2025-11-14 07:39:39.231926,Vitals,2,s_29,completed
t_8_107,2025-11-14 00:03:00,2025-11-14 00:19:16.265543,Medication,3,s_5,completed
t_8_108,2025-11-14 16:09:00,2025-11-14 16:24:55.719407,Transport,3,s_35,completed
t_8_109,2025-11-14 01:28:00,2025-11-14 01:33:57.723622,Vitals,3,s_5,completed
t_8_110,2025-11-14 13:34:00,2025-11-14 13:46:30.086640,Procedure,2,s_24,completed
t_8_111,2025-11-14 06:22:00,2025-11-14 06:34:41.953006,Procedure,3,s_2,completed
t_8_112,2025-11-14 08:13:00,2025-11-14 08:26:02.181441,Procedure,3,s_4,completed
t_8_113,2025-11-14 11:39:00,2025-11-14 11:57:50.238940,Transport,2,s_16,completed
t_8_114,2025-11-14 22:51:00,2025-11-14 23:06:34.931992,Procedure,1,s_15,completed
t_8_115,2025-11-14 08:40:00,2025-11-14 09:04:08.474101,Vitals,3,s_22,completed
t_8_116,2025-11-14 05:22:00,2025-11-14 05:47:05.385097,Procedure,2,s_23,completed
t_8_117,2025-11-14 18:58:00,2025-11-14 19:28:33.178331,Transport,2,s_11,completed
t_8_118,2025-11-14 10:40:00,2025-11-14 11:02:03.454736,Medication,1,s_15,completed
t_8_119,2025-11-14 11:11:00,2025-11-14 11:41:40.444159,Checkup,1,s_12,completed
t_8_120,2025-11-14 11:14:00,2025-11-14 11:36:23.807727,Vitals,2,s_3,completed
t_8_121,2025-11-14 20:00:00,2025-11-14 20:27:34.654365,Vitals,3,s_35,completed
t_8_122,2025-11-14 12:08:00,2025-11-14 12:20:39.130934,Vitals,3,s_17,completed
t_8_123,2025-11-14 05:13:00,2025-11-14 05:28:35.975428,Checkup,1,s_35,completed
t_8_124,2025-11-14 12:12:00,2025-11-14 12:32:31.954965,Medication,3,s_8,completed
t_8_125,2025-11-14 14:56:00,2025-11-14 15:17:39.542086,Checkup,3,s_4,completed
t_8_126,2025-11-14 09:15:00,2025-11-14 09:42:40.866541,Vitals,2,s_28,completed
t_8_127,2025-11-14 21:09:00,2025-11-14 21:10:17.880018,Transport,3,s_36,completed
t_8_128,2025-11-14 00:56:00,2025-11-14 01:27:13.303513,Procedure,1,s_21,completed
t_8_129,2025-11-14 02:46:00,2025-11-14 03:12:12.648988,Procedure,2,s_3,completed
t_8_130,2025-11-14 10:31:00,2025-11-14 10:53:32.303757,Medication,3,s_9,completed
t_8_131,2025-11-14 18:58:00,2025-11-14 19:27:03.239264,Transport,3,s_33,completed
t_8_132,2025-11-14 10:49:00,2025-11-14 11:07:03.379927,Procedure,2,s_11,completed
t_8_133,2025-11-14 21:09:00,2025-11-14 21:22:42.959196,Procedure,2,s_22,completed
t_8_134,2025-11-14 01:39:00,2025-11-14 02:03:28.614598,Transport,1,s_16,completed
t_8_135,2025-11-14 14:28:00,2025-11-14 14:52:35.101317,Procedure,2,s_8,completed
t_8_136,2025-11-14 11:43:00,2025-11-14 12:02:49.974193,Vitals,2,s_22,completed
t_8_137,2025-11-14 04:26:00,2025-11-14 04:40:48.540071,Procedure,1,s_36,completed
t_8_138,2025-11-14 12:30:00,2025-11-14 12:36:34.424561,Checkup,2,s_30,completed
t_8_139,2025-11-14 21:51:00,2025-11-14 22:08:59.489253,Checkup,3,s_18,completed
t_8_140,2025-11-14 06:57:00,2025-11-14 07:13:34.885824,Medication,3,s_23,completed
t_8_141,2025-11-14 21:54:00,2025-11-14 22:16:30.746614,Procedure,2,s_13,completed
t_8_142,2025-11-14 05:54:00,2025-11-14 06:02:07.797814,Procedure,2,s_20,completed
t_8_143,2025-11-14 15:56:00,2025-11-14 16:28:09.486565,Checkup,3,s_11,completed
t_8_144,2025-11-14 15:04:00,2025-11-14 15:28:22.321291,Transport,3,s_0,completed
t_8_145,2025-11-14 00:32:00,2025-11-14 00:54:19.848436,Vitals,2,s_14,completed
t_8_146,2025-11-14 22:02:00,2025-11-14 22:16:22.516996,Vitals,2,s_28,completed
t_8_147,2025-11-14 05:54:00,2025-11-14 06:33:16.356395,Procedure,3,s_11,completed
t_8_148,2025-11-14 16:24:00,2025-11-14 16:54:00.612763,Medication,3,s_31,completed
t_8_149,2025-11-14 07:32:00,2025-11-14 07:53:24.440019,Checkup,1,s_12,completed
t_8_150,2025-11-14 00:18:00,2025-11-14 00:42:18.701137,Checkup,2,s_21,completed
t_8_151,2025-11-14 10:39:00,2025-11-14 10:59:56.254924,Procedure,1,s_13,completed
t_8_152,2025-11-14 05:23:00,2025-11-14 05:34:59.412977,Medication,3,s_9,completed
t_8_153,2025-11-14 18:19:00,2025-11-14 18:34:14.944265,Transport,1,s_10,completed
t_8_154,2025-11-14 12:22:00,2025-11-14 12:49:53.989227,Procedure,2,s_24,completed
t_8_155,2025-11-14 02:03:00,2025-11-14 02:23:46.569811,Transport,3,s_26,completed
t_8_156,2025-11-14 22:01:00,2025-11-14 22:10:59.264060,Checkup,1,s_20,completed
t_8_157,2025-11-14 23:08:00,2025-11-14 23:24:33.986023,Checkup,2,s_14,completed
t_8_158,2025-11-14 16:50:00,2025-11-14 17:13:14.145978,Transport,2,s_17,completed
t_8_159,2025-11-14 22:27:00,2025-11-14 22:54:19.689194,Medication,2,s_31,completed
t_8_160,2025-11-14 09:33:00,2025-11-14 09:50:26.787956,Transport,2,s_29,completed
